Unnamed: 0,Max_Enhancement_from_char_curv,Time_to_Peak_from_char_curv,Uptake_rate_from_char_curv,Washout_rate_from_char_curv,Maximum_variance_of_enhancement_Tumor,Peak_location_of_enhancement_variance_dynamics_Tumor,Enhancement_variance_increasing_rate_Tumor,Enhancement_variance_decreasing_rate_Tumor,Grouping_based_variance_of_peak_enhancement_slope_3D_tumor_Group_1,Grouping_based_variance_of_peak_enhancement_slope_3D_tumor_Group_2,Grouping_based_variance_of_peak_enhancement_slope_3D_tumor_Group_3,Grouping_based_variance_of_washin_slope_3D_tumor_Group_1,Grouping_based_variance_of_washin_slope_3D_tumor_Group_2,Grouping_based_variance_of_washin_slope_3D_tumor_Group_3,Grouping_based_variance_of_washout_slope_3D_tumor_Group_1,Grouping_based_variance_of_washout_slope_3D_tumor_Group_2,Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_1,Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_2,Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_3,Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_1,Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_2,Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_3,Grouping_based_variance_of_washout_slope_2D_tumorSlice_Group_1,Grouping_based_variance_of_washout_slope_2D_tumorSlice_Group_2,Variance_of_Uptake_Tumor,Change_in_variance_of_Uptake_Tumor,SER_map_std_dev_tumor,SER_map_skewness_tumor,SER_map_kurtosis_tumor,PE_map_std_dev_tumor,PE_map_skewness_tumor,PE_map_kurtosis_tumor,WashinRate_map_std_dev_tumor,WashinRate_map_skewness_tumor,WashinRate_map_kurtosis_tumor
-1.6906700046267158,-0.17590918630149685,-1.1300783328022257,0.6719935364809002,0.4698004812002417,-0.1043442083909389,-0.5399905246833697,-0.11392755368477414,-0.01260235339152864,-0.17863956653750274,0.02877930776942291,-0.10807974954768343,-0.17863956653750274,0.04375439766268117,-0.11795554895076946,-0.14780293826143165,-0.01573699307491011,-0.11003948059307127,-0.09062990006088595,-0.04621083301967239,-0.11003948059307127,-0.10618519084886768,-0.048801558571325725,-0.07199154664935244,-0.08766731930298881,-0.07796605285587269,-0.5252357967932927,0.16432340225794195,5.5437433091945785,8.862311366136252,0.10249684253423902,6.636807138226786,7.768612438932078,0.7688660947855417,0.223075273111189,0.5903917719389637
-1.6869092114558684,0.3589120910221797,-0.07785254391748377,-0.05962818130399504,-0.03749022078918382,-0.14706090702638797,0.3170586566948223,-0.17806616810162007,-0.07049280427809272,-0.18051181797071758,-0.10146653185097622,-0.1057786638321104,-0.18051181797071758,-0.08876884931682792,-0.11392256479868196,-0.13937625164113368,-0.05057370447910913,-0.11150235500319802,-0.09009298818098574,-0.045993951083312404,-0.11150235500319802,-0.10500242804943737,-0.048418694860846885,-0.055603873287204675,-0.07481177060837232,1.066830012340476,-0.6510029799362437,1.709591253710211,0.5374544251359271,-0.0415945666139857,-0.33546168067303267,-0.2828131589224689,-0.19452149360292542,0.6105778467740828,0.9409832019743548,-0.2904201655631926
-1.6831484182850207,0.10928451865279927,-0.07785254391748377,-0.18694304299175668,-0.20076235110787857,0.03555778744270326,-0.5399905246833697,0.08853522259261813,0.0949036146670357,-0.16912472788644153,0.22879843671564484,-0.10531910956742649,-0.16912472788644153,0.2472709514598823,-0.11311712975819159,-0.152756825242838,-0.011062083108937366,-0.10717135312635319,-0.06940944780740463,-0.044690613901716345,-0.10717135312635319,-0.05943867163016464,-0.04611790154571048,-0.07657403264334009,-0.08735305877097764,-0.21721089149204667,0.4802426315405974,0.46967885310636803,-0.5878914035260513,-0.2941764136572676,0.16376391534437199,-0.2448842996210246,-0.22129515926099436,-0.6865448135889788,-0.9992310787665315,-0.48271276367988436
-1.6793876251141733,-0.022196642558346438,-0.07785254391748377,-0.25400096329782534,-0.2874279443637203,-0.14633477171593193,-1.3970397060615618,-0.16668430179255528,-0.06480328601725469,-0.1414691342593145,-0.10258903649015463,-0.10848017464816218,-0.1414691342593145,-0.08991098145684132,-0.11865735161435542,-0.12597455405412872,-0.05372847819378338,-0.08573471749389776,-0.09125282847878334,-0.04624679551292114,-0.08573471749389776,-0.10755743941884527,-0.04886504349696949,-0.03111884864619015,-0.08807418951094384,-0.1534287388751333,-0.5822668065388874,-0.5232389772845789,0.004717396918486627,-0.3595978145679363,-0.20378945055657172,0.33085812341091275,-0.08810811637133603,-0.8007151148874267,-0.9353689713949966,-0.6888781347544993
-1.6756268319433256,0.7643357738070067,-0.07785254391748377,0.14714569230607347,-0.24036451535820647,-0.14846417182156618,1.1741078380730143,-0.1802415754303024,-0.07049280427809272,-0.17779696489261648,-0.10106231465877202,-0.10527984228416097,-0.17779696489261648,-0.08852341545757021,-0.11575080794964482,-0.15618741296722938,-0.05356653568302917,-0.10876378952384476,-0.09048935383620442,-0.0459813663644376,-0.10876378952384476,-0.10592502327918799,-0.04862833578456775,-0.0839160550278535,-0.08750047317749551,1.4373892541552615,-1.1649842661062246,-0.5082881787253861,0.05432869164795655,-0.3508235939760058,-0.27098500314401847,-0.39443047328140207,-0.2266462236854625,1.6310503845402171,0.8804474315436447,0.7247498415146054
-1.6681052456016308,-0.6965614896270372,0.9743732449672583,-0.8442227241497055,-0.5757378106162806,-0.14747896725870743,-0.5399905246833697,-0.17635113086382245,-0.0704179896751622,-0.18275692530057766,-0.0965267070237122,-0.10724114192886684,-0.18275692530057766,-0.08374264942033245,-0.11648576831043164,-0.15706933334593323,-0.052823937221139046,-0.11465037349158495,-0.08996003538571395,-0.04616925718592337,-0.11465037349158495,-0.10470954643102924,-0.048728164363202375,-0.08518208642367739,-0.08559677493444523,-0.7091966536553717,1.515268713144947,-0.4011014277311885,-0.5957603670754817,-0.026253695187999287,-0.33054422813302436,-0.3929636516474161,-0.22936159228798517,-0.8792656945760626,0.5187505130712201,-0.745154688999346
-1.664344452430783,-0.6786276481098231,-0.07785254391748377,-0.5887933978277679,-0.06120361308562634,0.038036066961959325,-0.5399905246833697,0.09212172862400145,0.33790848612607505,-0.1769907894253892,0.25908401056433344,-0.10801586260822385,-0.1769907894253892,0.2780860822522606,-0.1178435778874483,-0.14731865522274668,0.25493028011736396,-0.11225241362173514,-0.08388853926790653,-0.04624652398880063,-0.11225241362173514,-0.09133465193928703,-0.048864564172900325,-0.08085753724347315,-0.002299048546668319,-0.5533261363887031,0.3900407972421031,-0.0465872828027705,0.33213665063073344,-0.20947482274814708,0.6262260536521927,2.2218926269974424,0.8630320371747116,-0.6754420661821894,-0.35853905236674194,1.6497958323639668
-1.6605836592599357,-0.4502478772374021,-1.1300783328022257,0.39215752188854264,-0.501899393399792,-0.14754906996959244,0.3170586566948223,-0.17853713981848982,-0.07049280427809272,-0.17903883449884495,-0.10139698112042403,-0.10457670534871635,-0.17903883449884495,-0.08869808246032461,-0.11181595943314128,-0.15464191960575582,-0.051280971164790724,-0.11180585414322122,-0.09113831969464295,-0.04614694599443949,-0.11180585414322122,-0.10730518809947714,-0.04868877820822752,-0.08308175176869749,-0.08112391463638638,-0.8195484721412328,0.43711332563336647,-0.4695165074579358,-0.12443617409773122,-0.34476863176408984,-0.26981619406259233,-0.26441734356297697,-0.21325742531693015,0.5836622150481479,-0.01629739051511559,-0.7126836311353313
-1.656822866089088,3.2763830488186647,0.9743732449672583,0.5066293461413575,-0.5757378106162806,6.776237726017863,-0.5399905246833697,9.843483793762847,6.9996143763425,-0.05701585457971938,14.83834161086421,0.0029123642643947016,-0.05701585457971938,15.11226858952853,0.07657411718960207,-0.04347034679264704,2.428018343595897,-0.01466197448050877,-0.07719639997729696,-0.0413364896580873,-0.01466197448050877,-0.07659254304236666,-0.040196834651548566,0.010408026518867028,-0.020772977092575355,-0.8304084605742321,1.8660199063415717,0.9357701513806232,-1.1979405759958475,-0.036032027380802516,7.529182043827972,1.6884750747562094,0.46170736183325717,0.980814874733476,-0.17280223172180237,-0.30932102790609
-1.6530620729182406,-0.048406083945475326,-0.07785254391748377,-0.2673682823541389,-0.3371742548745032,-0.14258820516236426,-0.5399905246833697,-0.16927333854043541,-0.06924176057355816,-0.17485004106549148,-0.09012543733737192,-0.10501747509951599,-0.17485004106549148,-0.07892802234082888,-0.11549215004158483,-0.15533326026718142,-0.05325222745402665,-0.10847077870930373,-0.08862712528938253,-0.04599903797246332,-0.10847077870930373,-0.10301777135517884,-0.0486458834529535,-0.08443748716536381,-0.08804134566507732,-0.7394330434946728,0.21539043700546756,-0.29387872131955206,-0.0919840857071027,-0.28237063878004315,-0.16080959105586629,-0.04102968098039935,-0.15340654091793818,-0.8574613718289331,-0.8478994398472405,0.11967097787161834
