Unnamed: 0,globalMoransIEnhancementVarianceMap_Tumor,globalMoransISERMap_Tumor,EnhancementClusterNeighborhoodSimilarity_Tumor,EnhancementClusterDiscontinuity_Tumor
-1.7301732451659837,-1.0223702937995087,-0.23008308922622886,-1.186490687322307,-1.0798228780662065
-1.7264160828529198,-1.044936293164669,-0.9402137972941262,-1.416723010567057,-0.6393733287595117
-1.7226589205398557,-0.19459030843253772,-0.9323075579128756,0.3190291046901166,0.15197381226674012
-1.7189017582267916,0.9130927477148693,0.5375478883043293,1.2269004655643265,1.4384334119688027
-1.7151445959137277,1.6524722919915487,0.3445820042551078,1.1306823080726036,1.2507748886437575
-1.7113874336006636,-0.1713917138580924,0.4593130255245689,-1.1443337815285954,-0.30302554924368885
-1.7076302712875997,-0.02822553575581484,0.7401561013278872,0.8740709135634578,0.30558258635725727
-1.7038731089745356,-0.03966205387446972,-0.4938019638909241,0.34368535301904546,1.5652709586450702
-1.7001159466614715,-0.46058735133975953,0.7206198793971467,0.43574530113323506,-0.36653634928986567
-1.6963587843484076,0.8400226570183557,1.748813619195367,0.7715020480355796,0.0025350040583838264
-1.6926016220353435,-0.98107096887918,-0.5790306628821962,-1.4969155759386576,-0.7949342628416538
-1.6888444597222794,-1.050408614006893,-0.9182837618424249,-1.5148079389390485,-1.365763752448281
-1.6850872974092155,-0.9032043681627943,-0.9544775536175524,0.37492768428947804,-0.3597682404864658
-1.6813301350961514,-1.003955262844423,-0.9386298060336651,-1.4348701628737224,-1.0728772556542356
-1.6775729727830875,-1.0287358069484838,0.9523462348069943,-1.0372143117385566,-0.9588628560222713
-1.6738158104700234,0.6563335782176717,1.6980710156489944,0.5854058380422198,-0.5709100928689079
-1.6700586481569593,1.9496003800635635,0.8525548849927288,0.6275193394435309,0.7326442140159469
-1.6663014858438954,-0.7119185990652414,-0.8781794310632919,-0.06000580040368373,0.3811203217562388
-1.6625443235308313,-1.0502634937621198,-0.9592493563326433,-1.5018683207987684,-1.385970779052224
-1.6587871612177674,-0.7493728520992349,-0.059402722634968964,-0.4167895281241431,-0.2832321039818306
-1.6550299989047033,-1.051748953740153,-0.9293103120321404,-1.455833147005474,-1.2790444390100382
-1.6512728365916391,-0.40818196070250484,-0.8401250297893617,-0.8280042066397629,-0.7481770902861546
-1.6475156742785753,1.6323197948999397,-0.13785307826331458,0.11672537218405767,0.07160125495074975
-1.6437585119655111,-0.18438725170154857,0.9027207438722514,1.2217801260783374,1.6734220061407414
-1.640001349652447,-0.5810087230942758,-0.9508576730437458,-0.5952850203104046,-0.3830432968508325
-1.6362441873393831,-0.9562782489593256,0.719014361934677,-1.4956486795349921,-1.3925579029304003
-1.632487025026319,-0.8437458584946194,-0.6052374401547721,-1.4883454930682942,-0.9039956267351209
