,feature,importance_mean,importance_std,dataset,model
296,PC1_FGT_Enhancement_Texture,0.010737527114967439,0.003341197787581196,PC1,SVM
297,PC1_Combining_Tumor_and_FGT_Enhancement,0.008242950108459846,0.006511206516183785,PC1,SVM
298,PC1_Tumor_Enhancement,0.008242950108459846,0.0035044456445560636,PC1,SVM
299,PC1_FGT_Enhancement_Variation,0.008242950108459846,0.004951285123866954,PC1,SVM
300,PC1_FGT_Enhancement,0.008026030368763514,0.002386117136659421,PC1,SVM
301,PC1_Tumor_Size_and_Morphology,0.006724511930585653,0.002942442508948058,PC1,SVM
302,PC1_Breast_and_FGT_Volume_Features,0.002928416485900187,0.0017522228222780455,PC1,SVM
303,PC1_Tumor_Enhancement_Spatial_Heterogeneity,0.0026030368763557132,0.0021800164037138457,PC1,SVM
304,PC1_Tumor_Enhancement_Variation,0.001301518438177851,0.00192802481937428,PC1,SVM
305,"F1_DT_POSTCON (T11=0.05,T12=0.5)",0.0,0.0,ALL_IMG,SVM
306,WashinRate_map_Max_Probability_tumor,0.0,0.0,ALL_IMG,SVM
307,WashinRate_map_kurtosis_tumor,0.0,0.0,ALL_IMG,SVM
308,WashinRate_map_skewness_tumor,0.0,0.0,ALL_IMG,SVM
309,WashinRate_map_std_dev_tumor,0.0,0.0,ALL_IMG,SVM
310,WashinRate_map_mean_tumor,0.0,0.0,ALL_IMG,SVM
311,WashinRate_map_inverse_difference_moment_normalized_tumor,0.0,0.0,ALL_IMG,SVM
312,WashinRate_map_inverse_difference_normalized_tumor,0.0,0.0,ALL_IMG,SVM
313,WashinRate_map_inverse_difference_is_homom_tumor,0.0,0.0,ALL_IMG,SVM
314,WashinRate_map_information_measure_correlation2_tumor,0.0,0.0,ALL_IMG,SVM
315,WashinRate_map_information_measure_correlation1_tumor,0.0,0.0,ALL_IMG,SVM
316,WashinRate_map_difference_entropy_tumor,0.0,0.0,ALL_IMG,SVM
317,WashinRate_map_sum_entropy_tumor,0.0,0.0,ALL_IMG,SVM
318,WashinRate_map_sum_variance__tumor,0.0,0.0,ALL_IMG,SVM
319,WashinRate_map_sum_average_tumor,0.0,0.0,ALL_IMG,SVM
320,WashinRate_map_Sum_of_Squares_variance_tumor,0.0,0.0,ALL_IMG,SVM
321,WashinRate_map_Homogeneity2_tumor,0.0,0.0,ALL_IMG,SVM
322,Sum_of_Squares_variance_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
323,WashinRate_map_Homogeneity1_tumor,0.0,0.0,ALL_IMG,SVM
324,WashinRate_map_Entropy_tumor,0.0,0.0,ALL_IMG,SVM
325,WashinRate_map_Energy_tumor,0.0,0.0,ALL_IMG,SVM
326,WashinRate_map_Dissimilarity_tumor,0.0,0.0,ALL_IMG,SVM
327,WashinRate_map_Cluster_Shade_tumor,0.0,0.0,ALL_IMG,SVM
328,WashinRate_map_Cluster_Prominence_tumor,0.0,0.0,ALL_IMG,SVM
329,WashinRate_map_Correlation2_tumor,0.0,0.0,ALL_IMG,SVM
330,WashinRate_map_Correlation1_tumor,0.0,0.0,ALL_IMG,SVM
331,WashinRate_map_Contrast_tumor,0.0,0.0,ALL_IMG,SVM
332,WashinRate_map_Autocorrelation_tumor,0.0,0.0,ALL_IMG,SVM
333,PE_map_kurtosis_tumor,0.0,0.0,ALL_IMG,SVM
334,PE_map_skewness_tumor,0.0,0.0,ALL_IMG,SVM
335,PE_map_std_dev_tumor,0.0,0.0,ALL_IMG,SVM
336,PE_map_mean_tumor,0.0,0.0,ALL_IMG,SVM
337,SER_Total_tissue_vol_cu_mm_T1,0.0,0.0,ALL_IMG,SVM
338,SER_Partial_tissue_vol_cu_mm_T1,0.0,0.0,ALL_IMG,SVM
339,SER_Washout_tissue_vol_cu_mm_T1,0.0,0.0,ALL_IMG,SVM
340,Peak_SER_tissue_T1,0.0,0.0,ALL_IMG,SVM
341,PE_map_Contrast_tissue_T1,0.0,0.0,ALL_IMG,SVM
342,PE_map_Autocorrelation_tissue_T1,0.0,0.0,ALL_IMG,SVM
343,SER_map_kurtosis_tissue_T1,0.0,0.0,ALL_IMG,SVM
344,SER_map_skewness_tissue_T1,0.0,0.0,ALL_IMG,SVM
345,SER_map_std_dev_tissue_T1,0.0,0.0,ALL_IMG,SVM
346,SER_map_mean_tissue_T1,0.0,0.0,ALL_IMG,SVM
347,SER_map_inverse_difference_moment_normalized_tissue_T1,0.0,0.0,ALL_IMG,SVM
348,SER_map_inverse_difference_normalized_tissue_T1,0.0,0.0,ALL_IMG,SVM
349,SER_map_inverse_difference_is_homom_tissue_T1,0.0,0.0,ALL_IMG,SVM
350,SER_map_information_measure_correlation2_tissue_T1,0.0,0.0,ALL_IMG,SVM
351,SER_map_information_measure_correlation1_tissue_T1,0.0,0.0,ALL_IMG,SVM
352,SER_map_difference_entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
353,SER_map_sum_entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
354,SER_map_sum_variance__tissue_T1,0.0,0.0,ALL_IMG,SVM
355,SER_map_sum_average_tissue_T1,0.0,0.0,ALL_IMG,SVM
356,SER_map_Sum_of_Squares_variance_tissue_T1,0.0,0.0,ALL_IMG,SVM
357,SER_map_Max_Probability_tissue_T1,0.0,0.0,ALL_IMG,SVM
358,SER_map_Homogeneity2_tissue_T1,0.0,0.0,ALL_IMG,SVM
359,SER_map_Homogeneity1_tissue_T1,0.0,0.0,ALL_IMG,SVM
360,SER_map_Entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
361,SER_map_Energy_tissue_T1,0.0,0.0,ALL_IMG,SVM
362,SER_map_Dissimilarity_tissue_T1,0.0,0.0,ALL_IMG,SVM
363,SER_map_Cluster_Shade_tissue_T1,0.0,0.0,ALL_IMG,SVM
364,SER_map_Cluster_Prominence_tissue_T1,0.0,0.0,ALL_IMG,SVM
365,SER_map_Correlation2_tissue_T1,0.0,0.0,ALL_IMG,SVM
366,SER_map_Correlation1_tissue_T1,0.0,0.0,ALL_IMG,SVM
367,SER_map_Contrast_tissue_T1,0.0,0.0,ALL_IMG,SVM
368,SER_map_Autocorrelation_tissue_T1,0.0,0.0,ALL_IMG,SVM
369,Peak_PE_tissue_T1,0.0,0.0,ALL_IMG,SVM
370,PE_map_inverse_difference_moment_normalized_tumor,0.0,0.0,ALL_IMG,SVM
371,PE_map_inverse_difference_normalized_tumor,0.0,0.0,ALL_IMG,SVM
372,PE_map_inverse_difference_is_homom_tumor,0.0,0.0,ALL_IMG,SVM
373,SER_map_Sum_of_Squares_variance_tumor,0.0,0.0,ALL_IMG,SVM
374,SER_map_Homogeneity2_tumor,0.0,0.0,ALL_IMG,SVM
375,SER_map_Homogeneity1_tumor,0.0,0.0,ALL_IMG,SVM
376,SER_map_Entropy_tumor,0.0,0.0,ALL_IMG,SVM
377,SER_map_Energy_tumor,0.0,0.0,ALL_IMG,SVM
378,SER_map_Dissimilarity_tumor,0.0,0.0,ALL_IMG,SVM
379,SER_map_Cluster_Shade_tumor,0.0,0.0,ALL_IMG,SVM
380,SER_map_Cluster_Prominence_tumor,0.0,0.0,ALL_IMG,SVM
381,SER_map_Correlation2_tumor,0.0,0.0,ALL_IMG,SVM
382,SER_map_Correlation1_tumor,0.0,0.0,ALL_IMG,SVM
383,SER_map_Contrast_tumor,0.0,0.0,ALL_IMG,SVM
384,SER_map_Autocorrelation_tumor,0.0,0.0,ALL_IMG,SVM
385,Peak_PE_tumor,0.0,0.0,ALL_IMG,SVM
386,Peak_SER_tumor,0.0,0.0,ALL_IMG,SVM
387,SER_Washout_tumor_vol_cu_mm,0.0,0.0,ALL_IMG,SVM
388,SER_Partial_tumor_vol_cu_mm,0.0,0.0,ALL_IMG,SVM
389,SER_Total_tumor_vol_cu_mm,0.0,0.0,ALL_IMG,SVM
390,Variance_of_RGH_values_Tumor,0.0,0.0,ALL_IMG,SVM
391,Variance_of_Margin_Gradient_Tumor,0.0,0.0,ALL_IMG,SVM
392,Margin_Gradient_Tumor,0.0,0.0,ALL_IMG,SVM
393,Change_in_variance_of_Uptake_Tumor,0.0,0.0,ALL_IMG,SVM
394,Variance_of_Uptake_Tumor,0.0,0.0,ALL_IMG,SVM
395,inverse_difference_moment_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
396,inverse_difference_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
397,inverse_difference_is_homom_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
398,information_measure_correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
399,information_measure_correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
400,difference_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
401,sum_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
402,sum_variance__tissue_PostCon,0.0,0.0,ALL_IMG,SVM
403,SER_map_Max_Probability_tumor,0.0,0.0,ALL_IMG,SVM
404,SER_map_sum_average_tumor,0.0,0.0,ALL_IMG,SVM
405,PE_map_information_measure_correlation2_tumor,0.0,0.0,ALL_IMG,SVM
406,SER_map_sum_variance__tumor,0.0,0.0,ALL_IMG,SVM
407,PE_map_information_measure_correlation1_tumor,0.0,0.0,ALL_IMG,SVM
408,PE_map_difference_entropy_tumor,0.0,0.0,ALL_IMG,SVM
409,PE_map_sum_entropy_tumor,0.0,0.0,ALL_IMG,SVM
410,PE_map_sum_variance__tumor,0.0,0.0,ALL_IMG,SVM
411,PE_map_sum_average_tumor,0.0,0.0,ALL_IMG,SVM
412,PE_map_Sum_of_Squares_variance_tumor,0.0,0.0,ALL_IMG,SVM
413,PE_map_Max_Probability_tumor,0.0,0.0,ALL_IMG,SVM
414,PE_map_Homogeneity2_tumor,0.0,0.0,ALL_IMG,SVM
415,PE_map_Homogeneity1_tumor,0.0,0.0,ALL_IMG,SVM
416,PE_map_Entropy_tumor,0.0,0.0,ALL_IMG,SVM
417,PE_map_Energy_tumor,0.0,0.0,ALL_IMG,SVM
418,PE_map_Dissimilarity_tumor,0.0,0.0,ALL_IMG,SVM
419,PE_map_Cluster_Shade_tumor,0.0,0.0,ALL_IMG,SVM
420,PE_map_Cluster_Prominence_tumor,0.0,0.0,ALL_IMG,SVM
421,PE_map_Correlation2_tumor,0.0,0.0,ALL_IMG,SVM
422,PE_map_Correlation1_tumor,0.0,0.0,ALL_IMG,SVM
423,PE_map_Contrast_tumor,0.0,0.0,ALL_IMG,SVM
424,PE_map_Autocorrelation_tumor,0.0,0.0,ALL_IMG,SVM
425,SER_map_kurtosis_tumor,0.0,0.0,ALL_IMG,SVM
426,SER_map_skewness_tumor,0.0,0.0,ALL_IMG,SVM
427,SER_map_std_dev_tumor,0.0,0.0,ALL_IMG,SVM
428,SER_map_mean_tumor,0.0,0.0,ALL_IMG,SVM
429,SER_map_inverse_difference_moment_normalized_tumor,0.0,0.0,ALL_IMG,SVM
430,SER_map_inverse_difference_normalized_tumor,0.0,0.0,ALL_IMG,SVM
431,SER_map_inverse_difference_is_homom_tumor,0.0,0.0,ALL_IMG,SVM
432,SER_map_information_measure_correlation2_tumor,0.0,0.0,ALL_IMG,SVM
433,SER_map_information_measure_correlation1_tumor,0.0,0.0,ALL_IMG,SVM
434,SER_map_difference_entropy_tumor,0.0,0.0,ALL_IMG,SVM
435,SER_map_sum_entropy_tumor,0.0,0.0,ALL_IMG,SVM
436,PE_map_Correlation1_tissue_T1,0.0,0.0,ALL_IMG,SVM
437,PE_map_Correlation2_tissue_T1,0.0,0.0,ALL_IMG,SVM
438,PE_map_Cluster_Prominence_tissue_T1,0.0,0.0,ALL_IMG,SVM
439,PE_map_inverse_difference_is_homom_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
440,PE_map_information_measure_correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
441,PE_map_difference_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
442,PE_map_sum_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
443,PE_map_sum_variance__tissue_PostCon,0.0,0.0,ALL_IMG,SVM
444,PE_map_sum_average_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
445,PE_map_Sum_of_Squares_variance_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
446,PE_map_Max_Probability_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
447,PE_map_Homogeneity2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
448,PE_map_Homogeneity1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
449,PE_map_Entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
450,PE_map_Energy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
451,PE_map_Dissimilarity_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
452,PE_map_Cluster_Shade_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
453,PE_map_Cluster_Prominence_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
454,PE_map_Correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
455,PE_map_Correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
456,PE_map_Contrast_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
457,PE_map_Autocorrelation_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
458,SER_map_kurtosis_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
459,SER_map_skewness_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
460,SER_map_std_dev_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
461,SER_map_mean_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
462,SER_map_inverse_difference_moment_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
463,SER_map_inverse_difference_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
464,SER_map_inverse_difference_is_homom_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
465,SER_map_information_measure_correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
466,SER_map_information_measure_correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
467,SER_map_difference_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
468,SER_map_sum_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
469,PE_map_information_measure_correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
470,PE_map_inverse_difference_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
471,SER_map_sum_average_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
472,PE_map_inverse_difference_moment_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
473,WashinRate_map_skewness_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
474,WashinRate_map_std_dev_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
475,WashinRate_map_mean_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
476,WashinRate_map_inverse_difference_moment_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
477,WashinRate_map_inverse_difference_normalized_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
478,WashinRate_map_inverse_difference_is_homom_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
479,WashinRate_map_information_measure_correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
480,WashinRate_map_information_measure_correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
481,WashinRate_map_difference_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
482,WashinRate_map_sum_entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
483,WashinRate_map_sum_variance__tissue_PostCon,0.0,0.0,ALL_IMG,SVM
484,WashinRate_map_sum_average_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
485,WashinRate_map_Sum_of_Squares_variance_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
486,WashinRate_map_Max_Probability_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
487,WashinRate_map_Homogeneity2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
488,WashinRate_map_Homogeneity1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
489,WashinRate_map_Entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
490,WashinRate_map_Energy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
491,WashinRate_map_Dissimilarity_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
492,WashinRate_map_Cluster_Shade_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
493,WashinRate_map_Cluster_Prominence_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
494,WashinRate_map_Correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
495,WashinRate_map_Correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
496,WashinRate_map_Contrast_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
497,WashinRate_map_Autocorrelation_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
498,PE_map_kurtosis_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
499,PE_map_skewness_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
500,PE_map_std_dev_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
501,PE_map_mean_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
502,SER_map_sum_variance__tissue_PostCon,0.0,0.0,ALL_IMG,SVM
503,SER_map_Sum_of_Squares_variance_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
504,PE_map_Cluster_Shade_tissue_T1,0.0,0.0,ALL_IMG,SVM
505,WashinRate_map_Homogeneity2_tissue_T1,0.0,0.0,ALL_IMG,SVM
506,WashinRate_map_Entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
507,WashinRate_map_Energy_tissue_T1,0.0,0.0,ALL_IMG,SVM
508,WashinRate_map_Dissimilarity_tissue_T1,0.0,0.0,ALL_IMG,SVM
509,WashinRate_map_Cluster_Shade_tissue_T1,0.0,0.0,ALL_IMG,SVM
510,WashinRate_map_Cluster_Prominence_tissue_T1,0.0,0.0,ALL_IMG,SVM
511,WashinRate_map_Correlation2_tissue_T1,0.0,0.0,ALL_IMG,SVM
512,WashinRate_map_Correlation1_tissue_T1,0.0,0.0,ALL_IMG,SVM
513,WashinRate_map_Contrast_tissue_T1,0.0,0.0,ALL_IMG,SVM
514,WashinRate_map_Autocorrelation_tissue_T1,0.0,0.0,ALL_IMG,SVM
515,PE_map_kurtosis_tissue_T1,0.0,0.0,ALL_IMG,SVM
516,PE_map_skewness_tissue_T1,0.0,0.0,ALL_IMG,SVM
517,PE_map_std_dev_tissue_T1,0.0,0.0,ALL_IMG,SVM
518,PE_map_mean_tissue_T1,0.0,0.0,ALL_IMG,SVM
519,PE_map_inverse_difference_moment_normalized_tissue_T1,0.0,0.0,ALL_IMG,SVM
520,PE_map_inverse_difference_normalized_tissue_T1,0.0,0.0,ALL_IMG,SVM
521,PE_map_inverse_difference_is_homom_tissue_T1,0.0,0.0,ALL_IMG,SVM
522,PE_map_information_measure_correlation2_tissue_T1,0.0,0.0,ALL_IMG,SVM
523,PE_map_information_measure_correlation1_tissue_T1,0.0,0.0,ALL_IMG,SVM
524,PE_map_difference_entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
525,PE_map_sum_entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
526,PE_map_sum_variance__tissue_T1,0.0,0.0,ALL_IMG,SVM
527,PE_map_sum_average_tissue_T1,0.0,0.0,ALL_IMG,SVM
528,PE_map_Sum_of_Squares_variance_tissue_T1,0.0,0.0,ALL_IMG,SVM
529,PE_map_Max_Probability_tissue_T1,0.0,0.0,ALL_IMG,SVM
530,PE_map_Homogeneity2_tissue_T1,0.0,0.0,ALL_IMG,SVM
531,PE_map_Homogeneity1_tissue_T1,0.0,0.0,ALL_IMG,SVM
532,PE_map_Entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
533,PE_map_Energy_tissue_T1,0.0,0.0,ALL_IMG,SVM
534,PE_map_Dissimilarity_tissue_T1,0.0,0.0,ALL_IMG,SVM
535,WashinRate_map_Homogeneity1_tissue_T1,0.0,0.0,ALL_IMG,SVM
536,WashinRate_map_Max_Probability_tissue_T1,0.0,0.0,ALL_IMG,SVM
537,SER_map_Max_Probability_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
538,WashinRate_map_Sum_of_Squares_variance_tissue_T1,0.0,0.0,ALL_IMG,SVM
539,SER_map_Homogeneity2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
540,SER_map_Homogeneity1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
541,SER_map_Entropy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
542,SER_map_Energy_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
543,SER_map_Dissimilarity_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
544,SER_map_Cluster_Shade_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
545,SER_map_Cluster_Prominence_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
546,SER_map_Correlation2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
547,SER_map_Correlation1_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
548,SER_map_Contrast_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
549,SER_map_Autocorrelation_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
550,Peak_PE_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
551,Peak_SER_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
552,SER_Washout_tissue_vol_cu_mm_PostCon,0.0,0.0,ALL_IMG,SVM
553,SER_Partial_tissue_vol_cu_mm_PostCon,0.0,0.0,ALL_IMG,SVM
554,SER_Total_tissue_vol_cu_mm_PostCon,0.0,0.0,ALL_IMG,SVM
555,WashinRate_map_kurtosis_tissue_T1,0.0,0.0,ALL_IMG,SVM
556,WashinRate_map_skewness_tissue_T1,0.0,0.0,ALL_IMG,SVM
557,WashinRate_map_std_dev_tissue_T1,0.0,0.0,ALL_IMG,SVM
558,WashinRate_map_mean_tissue_T1,0.0,0.0,ALL_IMG,SVM
559,WashinRate_map_inverse_difference_moment_normalized_tissue_T1,0.0,0.0,ALL_IMG,SVM
560,WashinRate_map_inverse_difference_normalized_tissue_T1,0.0,0.0,ALL_IMG,SVM
561,WashinRate_map_inverse_difference_is_homom_tissue_T1,0.0,0.0,ALL_IMG,SVM
562,WashinRate_map_information_measure_correlation2_tissue_T1,0.0,0.0,ALL_IMG,SVM
563,WashinRate_map_information_measure_correlation1_tissue_T1,0.0,0.0,ALL_IMG,SVM
564,WashinRate_map_difference_entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
565,WashinRate_map_sum_entropy_tissue_T1,0.0,0.0,ALL_IMG,SVM
566,WashinRate_map_sum_variance__tissue_T1,0.0,0.0,ALL_IMG,SVM
567,WashinRate_map_sum_average_tissue_T1,0.0,0.0,ALL_IMG,SVM
568,sum_average_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
569,Max_Probability_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
570,"F1_DT_POSTCON (T11=0.05,T12=0.1)",0.0,0.0,ALL_IMG,SVM
571,Ratio_Tissue_vol_enhancing_more_than_30percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
572,Ratio_Tissue_vol_enhancing_more_than_60percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
573,Ratio_Tissue_vol_enhancing_more_than_50percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
574,Ratio_Tissue_vol_enhancing_more_than_40percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
575,Ratio_Tissue_vol_enhancing_more_than_30percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
576,Ratio_Tissue_vol_enhancing_more_than_20percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
577,Ratio_Tissue_vol_enhancing_more_than_10percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
578,Ratio_Tissue_vol_enhancing_more_than_0percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
579,Ratio_Tissue_vol_enhancing_more_than_100percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
580,Ratio_Tissue_vol_enhancing_more_than_90percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
581,Ratio_Tissue_vol_enhancing_more_than_80percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
582,Ratio_Tissue_vol_enhancing_more_than_70percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
583,Ratio_Tissue_vol_enhancing_more_than_60percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
584,Ratio_Tissue_vol_enhancing_more_than_50percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
585,Ratio_Tissue_vol_enhancing_more_than_40percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
586,Ratio_Tissue_vol_enhancing_more_than_20percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
587,Homogeneity2_tissue_PostCon,0.0,0.0,ALL_IMG,SVM
588,Ratio_Tissue_vol_enhancing_more_than_10percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
589,Ratio_Tissue_vol_enhancing_more_than_0percent_from_PostCon_to_Breast_Vol,0.0,0.0,ALL_IMG,SVM
590,tissueVol_PostCon,0.0,0.0,ALL_IMG,SVM
591,breastDensity_T1,0.0,0.0,ALL_IMG,SVM
592,Ratio_Tissue_vol_enhancing_more_than_100percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
593,Ratio_Tissue_vol_enhancing_more_than_90percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
594,Ratio_Tissue_vol_enhancing_more_than_80percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
595,Ratio_Tissue_vol_enhancing_more_than_70percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
596,Ratio_Tissue_vol_enhancing_more_than_60percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
597,Ratio_Tissue_vol_enhancing_more_than_50percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
598,Ratio_Tissue_vol_enhancing_more_than_40percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
599,Ratio_Tissue_vol_enhancing_more_than_30percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
600,Ratio_Tissue_vol_enhancing_more_than_20percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
601,Ratio_Tissue_vol_enhancing_more_than_10percent_from_T1_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
602,Ratio_Tissue_vol_enhancing_more_than_70percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
603,Ratio_Tissue_vol_enhancing_more_than_80percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
604,Ratio_Tissue_vol_enhancing_more_than_90percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
605,Ratio_Tissue_vol_enhancing_more_than_100percent_from_PostCon_to_Tissue_Vol,0.0,0.0,ALL_IMG,SVM
606,Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_2,0.0,0.0,ALL_IMG,SVM
607,Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_1,0.0,0.0,ALL_IMG,SVM
