Unnamed: 0,F1_DT_POSTCON..T11.0.05.T12.0.5.,F1_DT_POSTCON..T11.0.05.T12.0.1.,F1_DT_POSTCON..T11.0.02.T12.0.5.,F1_DT_POSTCON..T11.0.02.T12.0.8.,F1_DT_POSTCON..T11.0.05.T12.0.8.,F1_DT_POSTCON..T11.0.1.T12.0.5.,F1_DT_POSTCON..T11.0.1.T12.0.8.,F1_DT_POSTCON..T11.0.2.T12.0.5.,F1_DT_POSTCON..T11.0.2.T12.0.8.,F1_DT_T1NFS..T11.0.05.T12.0.5.,F1_DT_T1NFS.T11.0.05.T12.0.1.,F1_DT_T1NFS..T11.0.02.T12.0.5.,F1_DT_T1NFS..T11.0.02.T12.0.8.,F1_DT_T1NFS..T11.0.05.T12.0.8.,F1_DT_T1NFS..T11.0.1.T12.0.5.,F1_DT_T1NFS..T11.0.1.T12.0.8.,F1_DT_T1NFS..T11.0.2.T12.0.5.,F1_DT_T1NFS..T11.0.2.T12.0.8.
-1.7301732451659837,1.8796193023024044,0.819914237651251,1.3559025271204044,1.7346092401179118,1.0758974717237402,1.2239332094710782,0.6628807785268966,0.6891231914345872,0.3430304615871088,2.446577313958991,0.8565000183362091,2.178441504304113,2.3904779541272787,1.306032912864972,1.394151094190043,0.7337578954792309,0.7023569695454718,0.27136015715979356
-1.7264160828529198,1.8796193023024044,0.9883294269720702,1.1632789541889796,1.7346092401179118,1.0758974717237402,1.2239332094710782,0.6628807785268966,0.6891231914345872,0.3430304615871088,0.19659382455898128,0.21241716935527938,-0.0030659562585638473,-0.026517829998843764,0.47012700044304967,0.579852947621613,0.7337578954792309,0.7023569695454718,0.27136015715979356
-1.7226589205398557,-0.7913190785351609,-0.29963208971465854,-0.6074630853668838,-0.8236032664460678,-0.9799171031928777,-0.9199308520345958,-0.7053491429799112,-0.6794072651495516,0.3430304615871088,-0.784387628594994,-0.1849896513708033,-0.600705227000311,-0.7999493614551461,-1.1010413606102745,-0.977555963856831,-1.2168541421642645,-0.8231239812835344,0.27136015715979356
-1.7189017582267916,-1.0768815643038523,-0.6228851766617033,-0.757934960259862,-1.0624028036428392,-1.6018772186729473,-1.5015288664790223,-2.3415201402101697,-2.2845050389121537,-3.8136714449856597,-0.9374669169934446,-0.4277743707086369,-0.6939650883259009,-0.9053157665259722,-1.350334352267391,-1.2686678738090744,-1.9182563202800245,-1.7380350094086487,0.27136015715979356
-1.7151445959137277,-0.419451487717029,-0.49084453097826297,-0.4115143302224027,-0.09744272369786061,0.5844214146737386,-0.16255737605483636,0.6628807785268966,0.4994077295519081,0.3430304615871088,0.0376614752218569,-0.5032165519598075,-0.09989165367590588,0.5647467030561225,0.9226046208071067,0.5828778734623581,0.7337578954792309,0.6717250325029201,0.27136015715979356
-1.7113874336006636,-0.3952195481059528,-0.05652197578759002,-0.3987457574326062,-0.465982630993827,-0.048484093167184536,-0.11320478715996424,0.6628807785268966,0.6891231914345872,0.3430304615871088,0.24459729037814604,0.20304433720394371,0.026178996551708987,0.14820104386692787,0.8650853973940316,0.7961966235881724,0.7337578954792309,0.7023569695454718,0.27136015715979356
-1.7076302712875997,1.6119367452847624,0.1575347180221953,2.2216686189044834,1.7346092401179118,1.0758974717237402,1.2239332094710782,0.6628807785268966,0.6891231914345872,0.3430304615871088,2.1212601454929647,0.16528600242404073,3.395669902489437,2.3904779541272787,1.306032912864972,1.394151094190043,0.7337578954792309,0.7023569695454718,0.27136015715979356
-1.7038731089745356,-0.07886650161752833,0.009611518080532807,-0.23204936555508054,-0.08857606352972558,1.0758974717237402,0.5514460084445086,0.6628807785268966,0.6891231914345872,0.3430304615871088,-0.10030900153972218,0.1850915330385069,-0.1839468362184228,-0.1480137188403072,0.4414140985667849,0.3233609515734304,0.7337578954792309,0.7023569695454718,0.27136015715979356
-1.7001159466614715,-0.9175268408712711,-0.5208997853941156,-0.6739659335041025,-0.9368632383656709,-1.274905887682609,-1.1769750635127543,-1.481366899870577,-1.3887994593376194,0.3430304615871088,-1.0053524907868105,-0.6430804288402476,-0.7353227354917174,-0.9103032169122236,-1.3621344742008905,-1.3977663250231385,-1.9514567370714069,-2.143767625257289,-1.185720576757586
-1.6963587843484076,1.3095552415179206,0.7100383509580754,0.499553814986615,1.5166085784526526,1.0758974717237402,1.2239332094710782,0.6628807785268966,0.6891231914345872,0.3430304615871088,0.39176772641597296,0.4467036355805554,0.11583903220845577,0.20772889672339429,1.1527373341610623,1.2014516558499326,0.7337578954792309,0.7023569695454718,0.27136015715979356
