Unnamed: 0,BreastVol,tissueVol_T1,breastDensity_T1,tissueVol_PostCon,breastDensity_PostCon
-1.7301732451659837,0.15160227910374538,1.3750251005619227,1.2161293146695478,0.1676916741677449,0.03653692319015951
-1.7264160828529198,-0.7842449295489797,-0.11100153028980049,1.461910318599431,-0.2417225770518676,1.5106222112683856
-1.7226589205398557,0.6535083698697246,0.6401533030929207,-0.19218782417772812,0.07479711820444464,-0.6345499006609823
-1.7189017582267916,-0.22099392921916108,-0.7878139993266656,-1.0995046223417377,-0.33377006569851286,-0.3941801537195295
-1.7151445959137277,-0.9987620171621064,-1.0163516957287633,-0.5655127061987435,-0.8666236773906716,-0.4375829660871335
-1.7113874336006636,-0.19797465186969906,0.8001991112833791,1.2368479293464598,0.029051166291688198,0.36747204337465844
-1.7076302712875997,-0.6596698698019533,-0.19076240353947566,0.7554973622519506,-0.10975158335840074,1.386354150359113
-1.7038731089745356,0.20155313760877017,0.2776201196913731,-0.11920964437378874,1.2789049642149455,1.82675318515322
-1.7001159466614715,-0.9234856716542548,-0.671979452362744,0.4133715348037381,-0.6583415424984917,0.3605544610952259
-1.6963587843484076,-0.32933694353437964,-0.6638954016351807,-0.8112791164037124,-0.7544956546270807,-1.2431451129129063
-1.6926016220353435,-0.6865118848777898,-0.16257918149298572,0.9153221503806889,-0.6112045095591488,-0.26321802581627995
-1.6888444597222794,1.0906423086743224,1.3537996740829115,0.03017930973521502,0.13623757351562688,-0.8499094340082552
-1.6850872974092155,-1.0109052628485724,-0.9166684962103345,-0.1274299726678569,-0.9035054436393225,-0.6097054791507255
-1.6813301350961514,-0.5862772943287439,-0.3143376317687043,0.26858552889527915,-0.41101585624527304,0.1384130241961529
-1.6775729727830875,0.4355350967783282,0.05894922346348827,-0.56455077580319,1.8238950103214073,2.1245613913680677
-1.6738158104700234,0.49309594061918666,0.6678102227665967,-0.01948010837303601,0.41509436836750585,-0.014008600384500235
-1.6700586481569593,0.34587878893012725,-0.6272165685905076,-1.2089086751247533,1.3374339820434273,1.5915161949745433
-1.6663014858438954,-0.6488126897143713,-0.4482604711105187,0.13241119451115038,-0.35037778024023214,0.5257605951624644
-1.6625443235308313,-0.6356394872010535,-0.1064670676337703,0.8669483083012497,-0.48658655776950455,0.029009200469813975
-1.6587871612177674,0.4429196824977294,-0.8048385461743043,-1.423958621983976,0.32616488877424293,-0.08466493319659105
-1.6550299989047033,0.8797705224146963,0.13652576628696064,-0.7703679747091674,0.13415521114555465,-0.7230853329442216
-1.6512728365916391,0.10266532843064687,0.27319830574502835,-0.007771906807827198,0.43534394059248205,0.5843764389419632
-1.6475156742785753,0.39380589356624635,0.09649489482961988,-0.4947329189513958,-0.11353858163228857,-0.6871785283263521
-1.6437585119655111,2.282448104941008,2.135252693711432,-0.21458187274807217,1.3464880076813666,-0.4022935245471081
-1.640001349652447,-0.736995702738596,-0.6920442750228276,-0.23846525871806654,-0.7701514653315074,-0.725790079089318
-1.6362441873393831,0.7157253900785541,-0.3511804709041575,-1.1015844248175406,0.4455402986589473,-0.20627528323605276
-1.632487025026319,-0.829621770967772,-0.3894142968299711,0.8909057860399437,-0.45073815238068266,0.8738654697811943
-1.6287298627132551,0.4098580966581435,1.0993620856794695,0.5013109665453709,0.04600031981662038,-0.46324514488305435
-1.624972700400191,1.917488776151779,-0.11166317424755014,-1.2821512114231564,0.3305618026678179,-1.0411232995755437
-1.621215538087127,-0.6390242322329346,-0.5265414861800697,-0.06869786099414399,-0.7677556402348632,-0.9002620218016522
-1.617458375774063,0.8858594055415584,2.4112406516049214,1.0549357875552414,0.41843287603937845,-0.3888059114357383
-1.613701213460999,-0.8184670988340509,-0.6459462468385794,0.10822592596701953,-0.622275391907246,0.09362705823036681
-1.6099440511479348,0.47220699349543044,-0.4527872337514404,-1.0896427200864323,-0.22614472759323304,-0.9141513206987592
-1.606186888834871,0.12025248505326665,0.20385401086222962,-0.1118720397141999,-0.6136062324456006,-1.2914547139091652
-1.6024297265218068,-0.7936605468540524,0.1923948078882956,2.346318295797364,-0.46476947715183153,0.6512070493394206
-1.598672564208743,-0.6572702810745014,-0.05156768494845503,1.0682768249464931,-0.3803147287086266,0.4525242253380043
-1.5949154018956788,-0.057242953503071535,-0.346901731211384,-0.6132803322597546,0.005293577333951206,0.057438567397124496
-1.5911582395826147,0.4604884652412511,-0.35884934194436585,-0.9921751940375749,-0.5925927481289622,-1.4373371670335267
-1.5874010772695508,0.1715155576170611,1.282487271597554,1.0710534273012253,-0.33216840037227213,-0.8431776697211194
-1.5836439149564867,-0.09696934794795416,1.830458733939425,2.416665806170815,1.240349896258934,2.6364552963445855
-1.5798867526434228,-0.1846710638012554,-0.3752381491196526,-0.5195713002505364,-0.409612604215725,-0.6120815063255489
