feature_1,feature_2,correlation,group
Autocorrelation_tissue_T1,sum_average_tissue_T1,0.9789947110835117,FGT Enhancement Texture
Autocorrelation_tissue_T1,sum_variance__tissue_T1,0.9981350740956788,FGT Enhancement Texture
Contrast_tissue_T1,Dissimilarity_tissue_T1,0.9690101753642821,FGT Enhancement Texture
Contrast_tissue_T1,difference_entropy_tissue_T1,0.9183847521520369,FGT Enhancement Texture
Contrast_tissue_T1,inverse_difference_normalized_tissue_T1,0.9575288277877751,FGT Enhancement Texture
Contrast_tissue_T1,inverse_difference_moment_normalized_tissue_T1,0.999693579374307,FGT Enhancement Texture
Correlation1_tissue_T1,Correlation2_tissue_T1,0.9999999999999997,FGT Enhancement Texture
Dissimilarity_tissue_T1,Homogeneity1_tissue_T1,0.9440873617344165,FGT Enhancement Texture
Dissimilarity_tissue_T1,Homogeneity2_tissue_T1,0.9483703440351368,FGT Enhancement Texture
Dissimilarity_tissue_T1,difference_entropy_tissue_T1,0.9771110745643758,FGT Enhancement Texture
Dissimilarity_tissue_T1,inverse_difference_is_homom_tissue_T1,0.9440873617344165,FGT Enhancement Texture
Dissimilarity_tissue_T1,inverse_difference_normalized_tissue_T1,0.9990762694704467,FGT Enhancement Texture
Dissimilarity_tissue_T1,inverse_difference_moment_normalized_tissue_T1,0.9737384216652489,FGT Enhancement Texture
Energy_tissue_T1,Max_Probability_tissue_T1,0.9380968670142846,FGT Enhancement Texture
Entropy_tissue_T1,Homogeneity1_tissue_T1,0.9308772124474052,FGT Enhancement Texture
Entropy_tissue_T1,Homogeneity2_tissue_T1,0.9290846561722581,FGT Enhancement Texture
Entropy_tissue_T1,sum_entropy_tissue_T1,0.9777009494989815,FGT Enhancement Texture
Entropy_tissue_T1,difference_entropy_tissue_T1,0.9166237766947759,FGT Enhancement Texture
Entropy_tissue_T1,inverse_difference_is_homom_tissue_T1,0.9308772124474052,FGT Enhancement Texture
Homogeneity1_tissue_T1,Homogeneity2_tissue_T1,0.9994576543347571,FGT Enhancement Texture
Homogeneity1_tissue_T1,difference_entropy_tissue_T1,0.9629974962923006,FGT Enhancement Texture
Homogeneity1_tissue_T1,inverse_difference_is_homom_tissue_T1,1.0,FGT Enhancement Texture
Homogeneity1_tissue_T1,inverse_difference_normalized_tissue_T1,0.9565218119243506,FGT Enhancement Texture
Homogeneity2_tissue_T1,difference_entropy_tissue_T1,0.9649079461939692,FGT Enhancement Texture
Homogeneity2_tissue_T1,inverse_difference_is_homom_tissue_T1,0.9994576543347569,FGT Enhancement Texture
Homogeneity2_tissue_T1,inverse_difference_normalized_tissue_T1,0.9605777782897208,FGT Enhancement Texture
Max_Probability_tissue_T1,WashinRate_map_Homogeneity1_tissue_T1,0.9031312573150833,FGT Enhancement Texture
Max_Probability_tissue_T1,WashinRate_map_Homogeneity2_tissue_T1,0.9041302782691506,FGT Enhancement Texture
Max_Probability_tissue_T1,WashinRate_map_inverse_difference_is_homom_tissue_T1,0.9031312573150833,FGT Enhancement Texture
Sum_of_Squares_variance_tissue_T1,sum_average_tissue_T1,0.9812950252549607,FGT Enhancement Texture
Sum_of_Squares_variance_tissue_T1,sum_variance__tissue_T1,0.9948260251059067,FGT Enhancement Texture
sum_average_tissue_T1,sum_variance__tissue_T1,0.9672352499713516,FGT Enhancement Texture
difference_entropy_tissue_T1,inverse_difference_is_homom_tissue_T1,0.9629974962923006,FGT Enhancement Texture
difference_entropy_tissue_T1,inverse_difference_normalized_tissue_T1,0.9812552678297706,FGT Enhancement Texture
difference_entropy_tissue_T1,inverse_difference_moment_normalized_tissue_T1,0.9248199723036697,FGT Enhancement Texture
inverse_difference_is_homom_tissue_T1,inverse_difference_normalized_tissue_T1,0.9565218119243506,FGT Enhancement Texture
inverse_difference_normalized_tissue_T1,inverse_difference_moment_normalized_tissue_T1,0.9630570612226246,FGT Enhancement Texture
Autocorrelation_tissue_PostCon,Sum_of_Squares_variance_tissue_PostCon,0.9792452096861711,FGT Enhancement Texture
Autocorrelation_tissue_PostCon,sum_average_tissue_PostCon,0.9825122169545653,FGT Enhancement Texture
Autocorrelation_tissue_PostCon,sum_variance__tissue_PostCon,0.9974849697999542,FGT Enhancement Texture
Contrast_tissue_PostCon,Dissimilarity_tissue_PostCon,0.9644927960144952,FGT Enhancement Texture
Contrast_tissue_PostCon,inverse_difference_normalized_tissue_PostCon,0.9443287002804541,FGT Enhancement Texture
Contrast_tissue_PostCon,inverse_difference_moment_normalized_tissue_PostCon,0.9992492920764438,FGT Enhancement Texture
Correlation1_tissue_PostCon,Correlation2_tissue_PostCon,1.0000000000000004,FGT Enhancement Texture
Dissimilarity_tissue_PostCon,Homogeneity1_tissue_PostCon,0.9145738112397224,FGT Enhancement Texture
Dissimilarity_tissue_PostCon,difference_entropy_tissue_PostCon,0.9508545701985859,FGT Enhancement Texture
Dissimilarity_tissue_PostCon,inverse_difference_is_homom_tissue_PostCon,0.9145738112397224,FGT Enhancement Texture
Dissimilarity_tissue_PostCon,inverse_difference_normalized_tissue_PostCon,0.9976757694013554,FGT Enhancement Texture
Dissimilarity_tissue_PostCon,inverse_difference_moment_normalized_tissue_PostCon,0.9722497290557058,FGT Enhancement Texture
Energy_tissue_PostCon,Entropy_tissue_PostCon,0.9347357519933143,FGT Enhancement Texture
Energy_tissue_PostCon,Max_Probability_tissue_PostCon,0.9483515012621375,FGT Enhancement Texture
Energy_tissue_PostCon,sum_entropy_tissue_PostCon,0.9402024743797996,FGT Enhancement Texture
Entropy_tissue_PostCon,sum_entropy_tissue_PostCon,0.9840830710033357,FGT Enhancement Texture
Homogeneity1_tissue_PostCon,Homogeneity2_tissue_PostCon,0.9966251147144133,FGT Enhancement Texture
Homogeneity1_tissue_PostCon,difference_entropy_tissue_PostCon,0.933133644586267,FGT Enhancement Texture
Homogeneity1_tissue_PostCon,inverse_difference_is_homom_tissue_PostCon,1.0,FGT Enhancement Texture
Homogeneity1_tissue_PostCon,inverse_difference_normalized_tissue_PostCon,0.9371887861053002,FGT Enhancement Texture
Homogeneity2_tissue_PostCon,difference_entropy_tissue_PostCon,0.9089073373375504,FGT Enhancement Texture
Homogeneity2_tissue_PostCon,inverse_difference_is_homom_tissue_PostCon,0.9966251147144131,FGT Enhancement Texture
Homogeneity2_tissue_PostCon,inverse_difference_normalized_tissue_PostCon,0.912633697049997,FGT Enhancement Texture
Sum_of_Squares_variance_tissue_PostCon,sum_average_tissue_PostCon,0.9758965673863741,FGT Enhancement Texture
Sum_of_Squares_variance_tissue_PostCon,sum_variance__tissue_PostCon,0.9879240185486808,FGT Enhancement Texture
sum_average_tissue_PostCon,sum_variance__tissue_PostCon,0.9770045521709917,FGT Enhancement Texture
difference_entropy_tissue_PostCon,inverse_difference_is_homom_tissue_PostCon,0.933133644586267,FGT Enhancement Texture
difference_entropy_tissue_PostCon,inverse_difference_normalized_tissue_PostCon,0.9581426588759678,FGT Enhancement Texture
information_measure_correlation1_tissue_PostCon,information_measure_correlation2_tissue_PostCon,0.9123838931241355,FGT Enhancement Texture
inverse_difference_is_homom_tissue_PostCon,inverse_difference_normalized_tissue_PostCon,0.9371887861053002,FGT Enhancement Texture
inverse_difference_normalized_tissue_PostCon,inverse_difference_moment_normalized_tissue_PostCon,0.9540516437744831,FGT Enhancement Texture
SER_map_Autocorrelation_tissue_T1,SER_map_Sum_of_Squares_variance_tissue_T1,0.9999973957378359,FGT Enhancement Texture
SER_map_Autocorrelation_tissue_T1,SER_map_sum_average_tissue_T1,0.9921898910560932,FGT Enhancement Texture
SER_map_Autocorrelation_tissue_T1,SER_map_sum_variance__tissue_T1,0.9998642349128706,FGT Enhancement Texture
SER_map_Contrast_tissue_T1,SER_map_Cluster_Prominence_tissue_T1,0.9352570487520628,FGT Enhancement Texture
SER_map_Contrast_tissue_T1,SER_map_Dissimilarity_tissue_T1,0.9490056230659203,FGT Enhancement Texture
SER_map_Contrast_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9440663439249286,FGT Enhancement Texture
SER_map_Contrast_tissue_T1,SER_map_inverse_difference_moment_normalized_tissue_T1,0.9999596375493367,FGT Enhancement Texture
SER_map_Correlation1_tissue_T1,SER_map_Correlation2_tissue_T1,0.9999999999999981,FGT Enhancement Texture
SER_map_Cluster_Prominence_tissue_T1,SER_map_inverse_difference_moment_normalized_tissue_T1,0.9320445964723013,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_Entropy_tissue_T1,0.960621798538709,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_Homogeneity1_tissue_T1,0.9478386986052222,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_Homogeneity2_tissue_T1,0.9563123991916644,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_sum_entropy_tissue_T1,0.9423196996471387,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9543895425687696,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9478386986052222,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9998825155730231,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_inverse_difference_moment_normalized_tissue_T1,0.9511382207526198,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_Dissimilarity_tissue_PostCon,0.9073906248541344,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_T1,SER_map_inverse_difference_normalized_tissue_PostCon,0.909728665271178,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_Entropy_tissue_T1,0.9436208587853843,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_Homogeneity1_tissue_T1,0.9588016404426632,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_Homogeneity2_tissue_T1,0.9498832764564406,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_Max_Probability_tissue_T1,0.981297715457315,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_sum_entropy_tissue_T1,0.961124045090983,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9402466054316969,FGT Enhancement Texture
SER_map_Energy_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9588016404426632,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_Homogeneity1_tissue_T1,0.9945719543244752,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_Homogeneity2_tissue_T1,0.9963132662435928,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_Max_Probability_tissue_T1,0.9478141585671271,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_sum_entropy_tissue_T1,0.9971216496277318,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9950504508805668,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9945719543244752,FGT Enhancement Texture
SER_map_Entropy_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.964096524113482,FGT Enhancement Texture
SER_map_Homogeneity1_tissue_T1,SER_map_Homogeneity2_tissue_T1,0.9994594294643961,FGT Enhancement Texture
SER_map_Homogeneity1_tissue_T1,SER_map_Max_Probability_tissue_T1,0.9693989436898616,FGT Enhancement Texture
SER_map_Homogeneity1_tissue_T1,SER_map_sum_entropy_tissue_T1,0.9927355526815136,FGT Enhancement Texture
SER_map_Homogeneity1_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9860258803728363,FGT Enhancement Texture
SER_map_Homogeneity1_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,1.0,FGT Enhancement Texture
SER_map_Homogeneity1_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9518106357526068,FGT Enhancement Texture
SER_map_Homogeneity2_tissue_T1,SER_map_Max_Probability_tissue_T1,0.9616720300749478,FGT Enhancement Texture
SER_map_Homogeneity2_tissue_T1,SER_map_sum_entropy_tissue_T1,0.9926989419941167,FGT Enhancement Texture
SER_map_Homogeneity2_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9881103223121396,FGT Enhancement Texture
SER_map_Homogeneity2_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9994594294643964,FGT Enhancement Texture
SER_map_Homogeneity2_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9600590764946001,FGT Enhancement Texture
SER_map_Max_Probability_tissue_T1,SER_map_sum_entropy_tissue_T1,0.9552953918677694,FGT Enhancement Texture
SER_map_Max_Probability_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9294583933038402,FGT Enhancement Texture
SER_map_Max_Probability_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9693989436898615,FGT Enhancement Texture
SER_map_Sum_of_Squares_variance_tissue_T1,SER_map_sum_average_tissue_T1,0.9922185946298896,FGT Enhancement Texture
SER_map_Sum_of_Squares_variance_tissue_T1,SER_map_sum_variance__tissue_T1,0.9998302215985393,FGT Enhancement Texture
SER_map_sum_average_tissue_T1,SER_map_sum_variance__tissue_T1,0.99164775098721,FGT Enhancement Texture
SER_map_sum_entropy_tissue_T1,SER_map_difference_entropy_tissue_T1,0.9961801673838444,FGT Enhancement Texture
SER_map_sum_entropy_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9927355526815136,FGT Enhancement Texture
SER_map_sum_entropy_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9462210029129647,FGT Enhancement Texture
SER_map_difference_entropy_tissue_T1,SER_map_inverse_difference_is_homom_tissue_T1,0.9860258803728363,FGT Enhancement Texture
SER_map_difference_entropy_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9577336094026854,FGT Enhancement Texture
SER_map_inverse_difference_is_homom_tissue_T1,SER_map_inverse_difference_normalized_tissue_T1,0.9518106357526068,FGT Enhancement Texture
SER_map_inverse_difference_normalized_tissue_T1,SER_map_inverse_difference_moment_normalized_tissue_T1,0.9462952080146411,FGT Enhancement Texture
SER_map_inverse_difference_normalized_tissue_T1,SER_map_Dissimilarity_tissue_PostCon,0.9066288494149686,FGT Enhancement Texture
SER_map_inverse_difference_normalized_tissue_T1,SER_map_inverse_difference_normalized_tissue_PostCon,0.9091142960541096,FGT Enhancement Texture
PE_map_Autocorrelation_tissue_T1,PE_map_Sum_of_Squares_variance_tissue_T1,0.9996068926834402,FGT Enhancement Texture
PE_map_Autocorrelation_tissue_T1,PE_map_sum_average_tissue_T1,0.9188191396858842,FGT Enhancement Texture
PE_map_Autocorrelation_tissue_T1,PE_map_sum_variance__tissue_T1,0.9992251225236843,FGT Enhancement Texture
PE_map_Contrast_tissue_T1,PE_map_Cluster_Shade_tissue_T1,0.9364002935311926,FGT Enhancement Texture
PE_map_Contrast_tissue_T1,PE_map_Dissimilarity_tissue_T1,0.9229634341598619,FGT Enhancement Texture
PE_map_Contrast_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9171246496560108,FGT Enhancement Texture
PE_map_Contrast_tissue_T1,PE_map_inverse_difference_moment_normalized_tissue_T1,0.9993502453601596,FGT Enhancement Texture
PE_map_Correlation1_tissue_T1,PE_map_Correlation2_tissue_T1,1.0000000000000004,FGT Enhancement Texture
PE_map_Cluster_Prominence_tissue_T1,PE_map_Cluster_Shade_tissue_T1,0.9806749141949616,FGT Enhancement Texture
PE_map_Cluster_Shade_tissue_T1,PE_map_inverse_difference_moment_normalized_tissue_T1,0.9313579584414833,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_Entropy_tissue_T1,0.9230004910046581,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_Homogeneity1_tissue_T1,0.9070501624352245,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_Homogeneity2_tissue_T1,0.9168117089270351,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_sum_average_tissue_T1,0.9588557340830092,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_difference_entropy_tissue_T1,0.9238757988390067,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,0.9070501624352245,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9998872827042465,FGT Enhancement Texture
PE_map_Dissimilarity_tissue_T1,PE_map_inverse_difference_moment_normalized_tissue_T1,0.928371982564304,FGT Enhancement Texture
PE_map_Energy_tissue_T1,PE_map_Max_Probability_tissue_T1,0.9764835773985384,FGT Enhancement Texture
PE_map_Energy_tissue_T1,PE_map_sum_entropy_tissue_T1,0.9016401910650403,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_Homogeneity1_tissue_T1,0.9941674093736336,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_Homogeneity2_tissue_T1,0.9955260017332604,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_Max_Probability_tissue_T1,0.9068627679563513,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_sum_entropy_tissue_T1,0.9943472647249314,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_difference_entropy_tissue_T1,0.9940784455072188,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,0.9941674093736336,FGT Enhancement Texture
PE_map_Entropy_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9273238393819997,FGT Enhancement Texture
PE_map_Homogeneity1_tissue_T1,PE_map_Homogeneity2_tissue_T1,0.9991252657250391,FGT Enhancement Texture
PE_map_Homogeneity1_tissue_T1,PE_map_Max_Probability_tissue_T1,0.9313361164579156,FGT Enhancement Texture
PE_map_Homogeneity1_tissue_T1,PE_map_sum_entropy_tissue_T1,0.9900023544482592,FGT Enhancement Texture
PE_map_Homogeneity1_tissue_T1,PE_map_difference_entropy_tissue_T1,0.9903647795315786,FGT Enhancement Texture
PE_map_Homogeneity1_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,1.0,FGT Enhancement Texture
PE_map_Homogeneity1_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9117873755639168,FGT Enhancement Texture
PE_map_Homogeneity2_tissue_T1,PE_map_Max_Probability_tissue_T1,0.9170882549710959,FGT Enhancement Texture
PE_map_Homogeneity2_tissue_T1,PE_map_sum_entropy_tissue_T1,0.9874831517163065,FGT Enhancement Texture
PE_map_Homogeneity2_tissue_T1,PE_map_difference_entropy_tissue_T1,0.9902371129812608,FGT Enhancement Texture
PE_map_Homogeneity2_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,0.9991252657250388,FGT Enhancement Texture
PE_map_Homogeneity2_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9215087069639187,FGT Enhancement Texture
PE_map_Max_Probability_tissue_T1,PE_map_sum_entropy_tissue_T1,0.9349590570070215,FGT Enhancement Texture
PE_map_Max_Probability_tissue_T1,PE_map_difference_entropy_tissue_T1,0.9027174903221308,FGT Enhancement Texture
PE_map_Max_Probability_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,0.9313361164579154,FGT Enhancement Texture
PE_map_Sum_of_Squares_variance_tissue_T1,PE_map_sum_average_tissue_T1,0.9202712667003924,FGT Enhancement Texture
PE_map_Sum_of_Squares_variance_tissue_T1,PE_map_sum_variance__tissue_T1,0.9988700205710153,FGT Enhancement Texture
PE_map_sum_average_tissue_T1,PE_map_sum_variance__tissue_T1,0.9035773400906291,FGT Enhancement Texture
PE_map_sum_average_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9593790122846483,FGT Enhancement Texture
PE_map_sum_entropy_tissue_T1,PE_map_difference_entropy_tissue_T1,0.9915775663289116,FGT Enhancement Texture
PE_map_sum_entropy_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,0.9900023544482592,FGT Enhancement Texture
PE_map_difference_entropy_tissue_T1,PE_map_inverse_difference_is_homom_tissue_T1,0.9903647795315785,FGT Enhancement Texture
PE_map_difference_entropy_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9274812737485701,FGT Enhancement Texture
PE_map_inverse_difference_is_homom_tissue_T1,PE_map_inverse_difference_normalized_tissue_T1,0.9117873755639168,FGT Enhancement Texture
PE_map_inverse_difference_normalized_tissue_T1,PE_map_inverse_difference_moment_normalized_tissue_T1,0.9226918341355521,FGT Enhancement Texture
WashinRate_map_Autocorrelation_tissue_T1,WashinRate_map_Sum_of_Squares_variance_tissue_T1,0.9996593783634042,FGT Enhancement Texture
WashinRate_map_Autocorrelation_tissue_T1,WashinRate_map_sum_average_tissue_T1,0.9826667045934381,FGT Enhancement Texture
WashinRate_map_Autocorrelation_tissue_T1,WashinRate_map_sum_variance__tissue_T1,0.9999589661075071,FGT Enhancement Texture
WashinRate_map_Autocorrelation_tissue_T1,WashinRate_map_Autocorrelation_tissue_PostCon,0.9061190006839008,FGT Enhancement Texture
WashinRate_map_Autocorrelation_tissue_T1,WashinRate_map_sum_variance__tissue_PostCon,0.9056595712025165,FGT Enhancement Texture
WashinRate_map_Contrast_tissue_T1,WashinRate_map_Dissimilarity_tissue_T1,0.9669138848789117,FGT Enhancement Texture
WashinRate_map_Contrast_tissue_T1,WashinRate_map_inverse_difference_normalized_tissue_T1,0.9586697392043829,FGT Enhancement Texture
WashinRate_map_Contrast_tissue_T1,WashinRate_map_inverse_difference_moment_normalized_tissue_T1,0.9998417724379501,FGT Enhancement Texture
WashinRate_map_Correlation1_tissue_T1,WashinRate_map_Correlation2_tissue_T1,1.0000000000000007,FGT Enhancement Texture
WashinRate_map_Correlation1_tissue_T1,WashinRate_map_information_measure_correlation2_tissue_T1,0.9230182237113542,FGT Enhancement Texture
WashinRate_map_Correlation2_tissue_T1,WashinRate_map_information_measure_correlation2_tissue_T1,0.9230182237121102,FGT Enhancement Texture
WashinRate_map_Cluster_Prominence_tissue_T1,WashinRate_map_Cluster_Shade_tissue_T1,0.9781547849035026,FGT Enhancement Texture
WashinRate_map_Dissimilarity_tissue_T1,WashinRate_map_difference_entropy_tissue_T1,0.9425009167825775,FGT Enhancement Texture
WashinRate_map_Dissimilarity_tissue_T1,WashinRate_map_inverse_difference_normalized_tissue_T1,0.9995313566462232,FGT Enhancement Texture
WashinRate_map_Dissimilarity_tissue_T1,WashinRate_map_inverse_difference_moment_normalized_tissue_T1,0.9704607910969753,FGT Enhancement Texture
WashinRate_map_Energy_tissue_T1,WashinRate_map_Max_Probability_tissue_T1,0.9656393235921293,FGT Enhancement Texture
WashinRate_map_Entropy_tissue_T1,WashinRate_map_Homogeneity1_tissue_T1,0.9324772638092222,FGT Enhancement Texture
WashinRate_map_Entropy_tissue_T1,WashinRate_map_sum_entropy_tissue_T1,0.9791188686054545,FGT Enhancement Texture
WashinRate_map_Entropy_tissue_T1,WashinRate_map_difference_entropy_tissue_T1,0.9721503049763085,FGT Enhancement Texture
WashinRate_map_Entropy_tissue_T1,WashinRate_map_inverse_difference_is_homom_tissue_T1,0.9324772638092222,FGT Enhancement Texture
WashinRate_map_Homogeneity1_tissue_T1,WashinRate_map_Homogeneity2_tissue_T1,0.9937767604833714,FGT Enhancement Texture
WashinRate_map_Homogeneity1_tissue_T1,WashinRate_map_difference_entropy_tissue_T1,0.9229776427131117,FGT Enhancement Texture
WashinRate_map_Homogeneity1_tissue_T1,WashinRate_map_inverse_difference_is_homom_tissue_T1,1.0,FGT Enhancement Texture
WashinRate_map_Homogeneity2_tissue_T1,WashinRate_map_inverse_difference_is_homom_tissue_T1,0.9937767604833714,FGT Enhancement Texture
WashinRate_map_Sum_of_Squares_variance_tissue_T1,WashinRate_map_sum_average_tissue_T1,0.9836088637599866,FGT Enhancement Texture
WashinRate_map_Sum_of_Squares_variance_tissue_T1,WashinRate_map_sum_variance__tissue_T1,0.9995757493329605,FGT Enhancement Texture
WashinRate_map_Sum_of_Squares_variance_tissue_T1,WashinRate_map_Autocorrelation_tissue_PostCon,0.9063246732987753,FGT Enhancement Texture
WashinRate_map_Sum_of_Squares_variance_tissue_T1,WashinRate_map_Sum_of_Squares_variance_tissue_PostCon,0.9012216370688637,FGT Enhancement Texture
WashinRate_map_Sum_of_Squares_variance_tissue_T1,WashinRate_map_sum_variance__tissue_PostCon,0.9059301555183137,FGT Enhancement Texture
WashinRate_map_sum_average_tissue_T1,WashinRate_map_sum_variance__tissue_T1,0.9816768121343903,FGT Enhancement Texture
WashinRate_map_sum_average_tissue_T1,WashinRate_map_sum_average_tissue_PostCon,0.914605422067749,FGT Enhancement Texture
WashinRate_map_sum_variance__tissue_T1,WashinRate_map_Autocorrelation_tissue_PostCon,0.9060701784399076,FGT Enhancement Texture
WashinRate_map_sum_variance__tissue_T1,WashinRate_map_sum_variance__tissue_PostCon,0.9056442735070601,FGT Enhancement Texture
WashinRate_map_sum_entropy_tissue_T1,WashinRate_map_difference_entropy_tissue_T1,0.9420742837616821,FGT Enhancement Texture
WashinRate_map_difference_entropy_tissue_T1,WashinRate_map_inverse_difference_is_homom_tissue_T1,0.9229776427131117,FGT Enhancement Texture
WashinRate_map_difference_entropy_tissue_T1,WashinRate_map_inverse_difference_normalized_tissue_T1,0.9483594438875729,FGT Enhancement Texture
WashinRate_map_inverse_difference_normalized_tissue_T1,WashinRate_map_inverse_difference_moment_normalized_tissue_T1,0.9626234037095854,FGT Enhancement Texture
SER_map_Autocorrelation_tissue_PostCon,SER_map_Sum_of_Squares_variance_tissue_PostCon,0.9999851506044818,FGT Enhancement Texture
SER_map_Autocorrelation_tissue_PostCon,SER_map_sum_average_tissue_PostCon,0.9930751636478623,FGT Enhancement Texture
SER_map_Autocorrelation_tissue_PostCon,SER_map_sum_variance__tissue_PostCon,0.999848934875192,FGT Enhancement Texture
SER_map_Contrast_tissue_PostCon,SER_map_Cluster_Prominence_tissue_PostCon,0.9061597288847693,FGT Enhancement Texture
SER_map_Contrast_tissue_PostCon,SER_map_Dissimilarity_tissue_PostCon,0.9330708768884871,FGT Enhancement Texture
SER_map_Contrast_tissue_PostCon,SER_map_inverse_difference_normalized_tissue_PostCon,0.9265423479213233,FGT Enhancement Texture
SER_map_Contrast_tissue_PostCon,SER_map_inverse_difference_moment_normalized_tissue_PostCon,0.9999248902721025,FGT Enhancement Texture
SER_map_Correlation1_tissue_PostCon,SER_map_Correlation2_tissue_PostCon,0.9999999999999997,FGT Enhancement Texture
SER_map_Cluster_Prominence_tissue_PostCon,SER_map_inverse_difference_moment_normalized_tissue_PostCon,0.9009494737577218,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_Entropy_tissue_PostCon,0.9435317808450078,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_Homogeneity1_tissue_PostCon,0.9281288536926925,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_Homogeneity2_tissue_PostCon,0.9397032307533735,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_sum_entropy_tissue_PostCon,0.9270675668639198,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_difference_entropy_tissue_PostCon,0.9409041151349272,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_inverse_difference_is_homom_tissue_PostCon,0.9281288536926925,FGT Enhancement Texture
SER_map_Dissimilarity_tissue_PostCon,SER_map_inverse_difference_normalized_tissue_PostCon,0.9998422457023936,FGT Enhancement Texture
